Date,City,Cause of Death
2011-12-17,"Ensenada Baja California, Mexico",Vehicle Accident - Auto
2011-12-17,"Galeana, Nuevo Leon, Mexico",Vehicle Accident - Auto
2011-12-16,"Riviera Maya, Quintana Roo, Mexico",Drowning
2011-12-12,"Tijuana, Baja California, Mexico",Homicide
2011-12-07,"Tanhuato, Michoacan, Mexico",Vehicle Accident - Auto
2011-12-05,"Nogales, Sonora, Mexico",Homicide
2011-12-04,"Playa Del Carmen, Quintana Roo, Mexico",Drowning
2011-12-03,"Villamar, Michoacan, Mexico",Vehicle Accident - Auto
2011-11-29,"Chipala, Jalisco, Mexico",Homicide
2011-11-25,"Tijuana, Baja California, Mexico",Vehicle Accident - Auto
2011-11-23,"Puerto Vallarta, Jalisco, Mexico",Homicide
2011-11-21,"Ixtlahuacan, Jalisco, Mexico",Homicide
2011-11-21,"Rosarito, Baja California, Mexico",Suicide
2011-11-21,"Cozumel, Quintana Roo, Mexico",Drowning
2011-11-19,"Diaz Ordaz, Tamaulipas, Mexico",Vehicle Accident - Auto
2011-11-17,"San Miguel Allende, Guanajuato, Mexico",Other Accident
2011-11-17,"Cozumel, Quintana Roo, Mexico",Vehicle Accident - Motorcycle
2011-11-15,"Matamoros, Tamaulipas, Mexico",Homicide
2011-11-15,"Playa Del Carmen, Quintana Roo, Mexico",Drowning
2011-11-15,"Mexicali, Baja California, Mexico",Homicide
2011-11-12,"Cozumel, Quintana Roo, Mexico",Drowning
2011-11-12,"Salvatierra, Guanajuato, Mexico",Homicide
2011-11-07,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2011-11-05,"Garcia, Nuevo Leon, Mexico",Homicide
2011-11-04,"Compostela, Nayarit, Mexico",Vehicle Accident - Motorcycle
2011-10-31,"Tijuana, Baja California, Mexico",Air Accident
2011-10-30,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2011-10-29,"Guasave, Sinaloa, Mexico",Homicide
2011-10-29,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2011-10-27,"Ensenada Baja California, Mexico",Homicide
2011-10-26,"Rosarito, Baja California, Mexico",Homicide
2011-10-26,"Altamira, Tamaulipas, Mexico",Homicide
2011-10-25,"Puerto Penasco, Sonora, Mexico",Drowning
2011-10-21,"Tijuana, Baja California, Mexico",Vehicle Accident - Auto
2011-10-21,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2011-10-19,"Ensenada Baja California, Mexico",Homicide
2011-10-18,"Ciudad Juarez, Chihuahua, Mexico",Suicide
2011-10-17,"Tijuana, Baja California, Mexico",Homicide
2011-10-17,"Hermosillo, Sonora, Mexico",Suicide
2011-10-16,"Cozumel, Quintana Roo, Mexico",Drowning
2011-10-15,"Mexicali, Baja California, Mexico",Homicide
2011-10-12,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2011-10-10,"Sonoyto, Sonora, Mexico",Vehicle Accident - Auto
2011-10-09,"Galeana, Nuevo Leon, Mexico",Vehicle Accident - Auto
2011-10-06,"Tijuana, Baja California, Mexico",Suicide
2011-10-05,"Tijuana, Baja California, Mexico",Suicide
2011-10-04,"Tijuana, Baja California, Mexico",Drug-Related
2011-10-04,"Ensenada Baja California, Mexico",Homicide
2011-10-02,"Miguel Aleman, Tamaulipas, Mexico",Vehicle Accident - Auto
2011-09-29,"Rosarito, Baja California, Mexico",Homicide
2011-09-28,"Tlaquepaque, Jalisco, Mexico",Other Accident
2011-09-28,"Nayarit, Mexico",Drowning
2011-09-26,"Mexicali, Baja California, Mexico",Suicide
2011-09-25,"Tijuana, Baja California, Mexico",Suicide
2011-09-24,"Santa Ana, Sonora, Mexico",Vehicle Accident - Auto
2011-09-23,"Nogales, Sonora, Mexico",Homicide
2011-09-20,"Nogales, Sonora, Mexico",Vehicle Accident - Motorcycle
2011-09-16,"Hermosillo, Sonora, Mexico",Vehicle Accident - Auto
2011-09-14,"Ciudad Juarez, Chihuahua, Mexico",Drug-Related
2011-09-10,"Tijuana, Baja California, Mexico",Homicide
2011-09-09,"Cd. Del Carmen, Campeche, Mexico",Maritime Accident
2011-09-09,"Cd. Del Carmen, Quintana Roo, Mexico",Maritime Accident
2011-09-09,"Cd. Del Carmen, Quintana Roo, Mexico",Drowning
2011-09-08,"Cozumel, Quintana Roo, Mexico",Vehicle Accident - Motorcycle
2011-09-06,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2011-09-05,"Progreso, Yucatan, Mexico",Homicide
2011-09-03,"Puerto Penasco, Sonora, Mexico",Vehicle Accident - Motorcycle
2011-09-02,"Rosarito, Baja California, Mexico",Homicide
2011-08-30,"Teuchitlan, Jalisco, Mexico",Other Accident
2011-08-29,"Nuevo Leon, Mexico",Homicide
2011-08-22,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2011-08-22,"Tecate, Baja California, Mexico",Suicide
2011-08-21,"Autlan, Jalisco, Mexico",Homicide
2011-08-17,"Armeria, Colima, Mexico",Vehicle Accident - Pedestrian
2011-08-16,"Matamoros, Tamaulipas, Mexico",Suicide
2011-08-16,"Mulege, Baja California, Mexico",Vehicle Accident - Auto
2011-08-13,"Oaxaca, Oaxaca, Mexico",Other Accident
2011-08-11,"Maneadero, Baja California, Mexico",Suicide
2011-08-09,"Tijuana, Baja California, Mexico",Homicide
2011-08-07,"Zacatecas, Mexico",Homicide
2011-08-07,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2011-08-06,"Monterrey, Nuevo Leon, Mexico",Homicide
2011-08-04,"Sombrerete, Zacatecas, Mexico",Homicide
2011-08-01,"Hermosillo, Sonora, Mexico",Vehicle Accident - Auto
2011-07-30,"Tijuana, Baja California, Mexico",Vehicle Accident - Pedestrian
2011-07-28,"Tijuana, Baja California, Mexico",Homicide
2011-07-27,"Zapopan, Jalisco, Mexico",Vehicle Accident - Auto
2011-07-26,"De Moreno, Jalisco, Mexico",Vehicle Accident - Auto
2011-07-25,"La Paz, Baja California Sur, Mexico",Other Accident
2011-07-24,"Playa Del Carmen, Quintana Roo, Mexico",Drowning
2011-07-21,"Matamoros, Tamaulipas, Mexico",Vehicle Accident - Auto
2011-07-21,"Panuco, Veracruz, Mexico",Homicide
2011-07-20,"Paraje Casa Blanca, Tepetlixpa, Mexico",Vehicle Accident - Auto
2011-07-19,"Tulum, Quintana Roo, Mexico",Suicide
2011-07-18,"Durango, Mexico",Homicide
2011-07-17,"Tijuana, Baja California, Mexico",Homicide
2011-07-16,"San Lucas, Baja California, Mexico",Other Accident
2011-07-13,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2011-07-13,"Tepoztlan, Morelos, Mexico",Other Accident
2011-07-13,"Mexicali, Baja California, Mexico",Vehicle Accident - Auto
2011-07-13,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2011-07-11,"Irapuato, Guanajuato, Mexico",Homicide
2011-07-10,"San Felipe, Baja California, Mexico",Suicide
2011-07-08,"Cuernavaca, Morelos, Mexico",Other Accident
2011-07-08,"Santa Maria Del Oro, Nayarit, Mexico",Vehicle Accident - Auto
2011-07-04,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2011-07-04,"Mexicali, Baja California, Mexico",Suicide
2011-07-03,"Mexicali, San Felipe, Mexico",Drowning
2011-07-03,"Ensenada, Baja California, Mexico",Vehicle Accident - Auto
2011-07-03,"Arandas, Jalisco, Mexico",Homicide
2011-07-03,"Ensenada, Baja California, Mexico",Vehicle Accident - Pedestrian
2011-07-01,"Chihuahua, Mexico",Homicide
2011-06-18,"Cuernavaca, Morelos, Mexico",Suicide
2011-06-18,"Mazatlan, Sinaloa, Mexico",Suicide
2011-06-16,"Polanco, Mexico",Suicide
2011-06-11,"Guadalajara, Jalisco, Mexico",Homicide
2011-06-08,"Tijuana, Baja California, Mexico",Homicide
2011-06-01,"Agua Prieta,Sonora, Mexico",Homicide
2011-05-29,"Tijuana, Baja California, Mexico",Vehicle Accident - Pedestrian
2011-05-27,"Solidaridad, Quintana Roo, Mexico",Vehicle Accident - Motorcycle
2011-05-25,"Tijuana,Baja California, Mexico",Homicide
2011-05-25,"Tijuana, Baja California, Mexico",Homicide
2011-05-24,"Guadalajara, Jalisco, Mexico",Vehicle Accident - Auto
2011-05-24,"Chapala, Jalisco, Mexico",Suicide
2011-05-22,"Tijuana, Baja California, Mexico",Homicide
2011-05-16,"Ahualulco De Mdo.,Jalisco, Mexico",Homicide
2011-05-11,"Hermosilla, Mexico",Vehicle Accident - Auto
2011-05-10,"Monterrey, Nuevo Leon, Mexico",Vehicle Accident - Auto
2011-05-08,"Cuernavaca, Morelos, Mexico",Vehicle Accident - Auto
2011-05-07,"Ensenada, Baja California, Mexico",Vehicle Accident - Auto
2011-05-06,"Tizapan El Alto, Jalisco, Mexico",Homicide
2011-05-05,"Cozumel, Quintana Roo, Mexico",Drowning
2011-05-03,"Tijuana, Baja California, Mexico",Vehicle Accident - Auto
2011-05-03,"Culiacan, Sinaloa, Mexico",Homicide
2011-05-03,"Tijuana, Baja California, Mexico",Homicide
2011-05-02,"Mexicali, Baja California, Mexico",Homicide
2011-05-01,"Tecate, Baja California, Mexico",Homicide
2011-04-30,"Rosarito, Baja California, Mexico",Homicide
2011-04-30,"Cueramaro, Guanajuato, Mexico",Homicide
2011-04-29,"San Felipe, Baja California, Mexico",Vehicle Accident - Motorcycle
2011-04-28,"Guadalajara, Jalisco, Mexico",Suicide
2011-04-28,"San Jose Del Cabo, Baja California Sur, Mexico",Suicide
2011-04-24,"Chihuahua, Mexico",Vehicle Accident - Auto
2011-04-23,"Puerto Vallarta, Jalisco, Mexico",Drowning
2011-04-21,"Galeana, Nuevo Leon, Mexico",Vehicle Accident - Auto
2011-04-20,"Nogales, Sonara, Mexico",Homicide
2011-04-18,"Cancun, Quintana Roo, Mexico",Drowning
2011-04-16,"Tijuana, Baja California, Mexico",Homicide
2011-04-15,"Santa Rosalia, Baja California, Mexico",Vehicle Accident - Auto
2011-04-15,"Santa Rosalia, Baja California, Mexico",Vehicle Accident - Auto
2011-04-13,"Tlalixtac de Cabrera, Oaxaca, Mexico",Homicide
2011-04-12,"Zihuatanejo, Guerrero, Mexico",Vehicle Accident - Motorcycle
2011-04-12,"San Fernando,Tamaulipas, Mexico",Homicide
2011-04-11,"San Jose Del Cabo, Baja California Sur, Mexico",Homicide
2011-04-10,"San Felipe Ixtacala,Tlalnepantla, Mexico",Homicide
2011-04-09,"Mazatlan, Sinaloa, Mexico",Drowning
2011-04-08,"Valle De Guadalupe, Jalisco, Mexico",Homicide
2011-04-08,"Bahia De Banderas, Nayarit, Mexico",Other Accident
2011-04-04,"La Pera,Tijuana, Baja California, Mexico",Homicide
2011-04-04,"La Pera,Tijuana, Baja California, Mexico",Homicide
2011-04-04,"Puerto Vallarta, Jalisco, Mexico",Maritime Accident
2011-04-03,"Bahia De Los Angeles, Baja California, Mexico",Homicide
2011-04-02,"Reynosa,Tamaulipas, Mexico",Homicide
2011-04-02,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2011-04-01,"Tijuana, Baja Calfironia, Mexico",Homicide
2011-03-31,"Mexicali, Baja California, Mexico",Homicide
2011-03-30,"Cd. Juarez, Chihuahua, Mexico",Homicide
2011-03-28,"Cancun, Quintana Roo, Mexico",Drowning
2011-03-22,"Rosarito, Baja California, Mexico",Other Accident
2011-03-20,"Colima, Mexico",Homicide
2011-03-20,"La Barca, Jalisco, Mexico",Homicide
2011-03-20,"Morelia, Michoacan, Mexico",Homicide
2011-03-20,"Agua Prieta, Sonora, Mexico",Homicide
2011-03-19,"Puerto Penasco, Sonora, Mexico",Vehicle Accident - Motorcycle
2011-03-19,"Matamoros,Tamaulipas, Mexico",Suicide
2011-03-16,"Tierra Blanca, Veracruz, Mexico",Suicide
2011-03-06,"Tijuana, Baja California, Mexico",Homicide
2011-03-05,"Tijuana, Baja California, Mexico",Suicide
2011-03-04,"Tonaya, Jalisco, Mexico",Vehicle Accident - Auto
2011-03-04,"Tijuana, Baja California, Mexico",Vehicle Accident - Auto
2011-03-04,"Guadalajara, Jalisco, Mexico",Homicide
2011-03-01,"Tepatitlan, Jalisco, Mexico",Vehicle Accident - Auto
2011-02-27,"Cd. Juarez, Chihuahua, Mexico",Homicide
2011-02-27,"Cd. Juarez, Chihuahua, Mexico",Homicide
2011-02-24,"Rosarito, Baja California, Mexico",Vehicle Accident - Pedestrian
2011-02-23,"Cd. Juarez, Chihuahua",Homicide
2011-02-23,"Acatic, Jalisco, Mexico",Vehicle Accident - Pedestrian
2011-02-22,"Mazatlan, Sinaloa, Mexico",Homicide
2011-02-22,"Centro, Puerto Escondido, Oaxaca, Mexico",Suicide
2011-02-21,"Culiacan,Sinaloa, Mexico",Homicide
2011-02-20,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2011-02-19,"Acapulco, Guerrero, Mexico",Suicide
2011-02-18,"Cd. Juarez, Chihuahua, Mexico",Homicide
2011-02-18,"Chucandiro, Michoacan, Mexico",Vehicle Accident - Auto
2011-02-17,"Tijuana, Baja California, Mexico",Homicide
2011-02-17,"Tijuana, Baja California, Mexico",Homicide
2011-02-16,"Colima, Mexico",Homicide
2011-02-16,"Tijuana, Baja California, Mexico",Suicide
2011-02-15,"Frac. Valle Dorado, San Luis Potosi, Mexico",Homicide
2011-02-15,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2011-02-14,"Zapopan, Jalisco, Mexico",Homicide
2011-02-14,"Tlaquepaque, Jalisco, Mexico",Homicide
2011-02-13,"Meoqui, Chihuahua, Mexico",Homicide
2011-02-12,"Tijuana, California, Mexico",Vehicle Accident - Auto
2011-02-06,"Acapulco, Gro., Mexico",Other Accident
2011-02-05,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2011-02-04,"Tijuana, Baja Califronia, Leon, Mexico",Vehicle Accident - Pedestrian
2011-02-03,"Aguascalientes, Mexico",Homicide
2011-02-02,"San Pedro Garza Garcia, Nuevo Leon, Mexico",Homicide
2011-02-02,"Distrito Federal, Mexico",Homicide
2011-02-02,"Distrito Federal Leon, Mexico",Homicide
2011-02-01,"Zona Norte, Tijuana, Baja California, Mexico",Vehicle Accident - Pedestrian
2011-01-31,"Ahualulco, San Luis Potosi, Mexico",Vehicle Accident - Auto
2011-01-30,"Mexicali,Baja California, Mexico",Vehicle Accident - Pedestrian
2011-01-30,"Coahuila, Mexico",Homicide
2011-01-28,"Santa Ana Chiautempan, Tlaxcala, Mexico",Homicide
2011-01-21,"San Miguel De Allende, Guanajuato, Mexico",Homicide
2011-01-21,"Colonia Flores Magon, Nogales, Sonora, Mexico",Homicide
2011-01-19,"Tijuana,Baja California, Mexico",Homicide
2011-01-18,"Hilton Hotel, Cancun, Quintana Roo, Mexico",Drowning
2011-01-18,"San Miguel De Allende, Guanajuato, Mexico",Homicide
2011-01-17,"Red Cross, Tijuana, Baja California, Mexico",Vehicle Accident - Pedestrian
2011-01-15,"Tepic,Nayarit, Mexico",Vehicle Accident - Pedestrian
2011-01-15,"Tepic,Nayarit, Mexico",Vehicle Accident - Pedestrian
2011-01-15,"Tepic,Nayarit, Mexico",Vehicle Accident - Pedestrian
2011-01-09,"Puerto Aventuras, Quintana Roo, Mexico",Drowning
2011-01-07,"Hospital Insurgentes,Tijuana, Baja California",Homicide
2011-01-06,"Cancun, Quintana Roo, Mexico",Drowning
2011-01-06,"Chapala, Jalisco, Mexico",Homicide
2011-01-05,"Nuevo Laredo,Tamaulipas, Mexico",Homicide
2011-01-04,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2010-12-31,"Tijuana, Baja California, Mexico",Homicide
2010-12-30,"Tijuana, Baja California, Mexico",Vehicle Accident - Auto
2010-12-29,"Culiacan, Sinaloa, Mexico",Homicide
2010-12-28,"Rosarito, Baja California, Mexico",Vehicle Accident - Auto
2010-12-28,"Rosarito, Baja California, Mexico",Vehicle Accident - Auto
2010-12-24,"La Barca, Jalisco, Mexico",Vehicle Accident - Auto
2010-12-24,"Cd. Juarez, Chihuahua, Mexico",Homicide
2010-12-24,"Ensenada, Baja California, Mexico",Vehicle Accident - Auto
2010-12-24,"Playas De Rosarito, Baja California, Mexico",Homicide
2010-12-23,"Guaymas, Sonora, Mexico",Vehicle Accident - Auto
2010-12-22,"Ensenada, Baja California, Mexico",Homicide
2010-12-20,"San Felipe, Baja California, Mexico",Homicide
2010-12-18,"Tijuana,Baja California, Mexico",Homicide
2010-12-17,"Mexicali, Baja California, Mexico",Homicide
2010-12-15,"Nuevo Laredo, Tamaulipas, Mexico",Homicide
2010-12-15,"Nuevo Laredo, Tamaulipas, Mexico",Homicide
2010-12-15,"Nuevo Laredo, Tamaulipas, Mexico",Homicide
2010-12-12,"Aquila, Michoacan, Mexico",Vehicle Accident - Auto
2010-12-12,"Guadlajara, Jalisco, Mexico",Vehicle Accident - Motorcycle
2010-12-10,"Villa Conona, Jalisco, Mexico",Homicide
2010-12-10,"San Luis Potosi, San Luis Potosi, Mexico",Vehicle Accident - Auto
2010-12-09,"Nezahualcoyotl, Mexico",Homicide
2010-12-06,"Rosarito, Baja California, Mexico",Homicide
2010-12-05,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2010-11-28,"Mahahual, Quintana Roo, Mexico",Drowning
2010-11-27,"Colima,Colima, Mexico",Suicide
2010-11-26,"Ciudad Juarez, Mexico",Homicide
2010-11-25,"Salagua, Manzanillo, Colima, Mexico",Other Accident
2010-11-23,"Tomatlan, Jalisco, Mexico",Homicide
2010-11-22,"Loreto, Baja California Sur, Mexico",Vehicle Accident - Other
2010-11-22,"Tijuana, Baja California, Mexico",Homicide
2010-11-20,"Cabo San Lucas, Baja California Sur, Mexico",Drowning
2010-11-19,"Chapala, Jalisco, Mexico",Vehicle Accident - Auto
2010-11-18,"Padre Mier 609 Ote., China,Nuevo Leon, Mexico",Vehicle Accident - Auto
2010-11-18,"San Pedro Garza Garcia,Nuevo Leon, Mexico",Vehicle Accident - Auto
2010-11-16,"San Felipe, Baja California, Mexico",Vehicle Accident - Motorcycle
2010-11-16,"Mexicali, Baja California, Mexico",Vehicle Accident - Auto
2010-11-16,"Mexicali, Baja California, Mexico",Vehicle Accident - Auto
2010-11-16,"Mexicali, Baja California, Mexico",Vehicle Accident - Auto
2010-11-14,"Cd. Juarez, Chihuahua, Mexico",Homicide
2010-11-10,"Guadalupe, Zacatecas, Mexico",Vehicle Accident - Auto
2010-11-07,"Zapopan, Jaliscoq, Mexico",Homicide
2010-11-05,"Escuinapa, Sinaloa, Mexico",Vehicle Accident - Bus
2010-11-03,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2010-11-03,"Ciudad Juarez,Chihuahua, Mexico",Homicide
2010-11-02,"Tijuana,Baja California, Mexico",Suicide
2010-10-30,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2010-10-30,"Calvillo, Aguascalientes, Mexico",Vehicle Accident - Motorcycle
2010-10-27,"Nayarit, Mexico",Homicide
2010-10-27,"Tankah Bay ,Tulum, Quintana Roo",Drowning
2010-10-27,"Tijuana,Baja California, Mexico",Homicide
2010-10-25,"Tijuana,Baja California, Mexico",Homicide
2010-10-23,"San Luis Rio Colorado, Sonora, Mexico",Vehicle Accident - Auto
2010-10-20,"Ciudad Juarez, Chihuahua",Homicide
2010-10-19,"Chihuahua, Mexico",Homicide
2010-10-18,"El Marques, Queretaro, Mexico",Vehicle Accident - Bus
2010-10-18,"El Marques, Queretaro, Mexico",Vehicle Accident - Bus
2010-10-17,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2010-10-16,"Ensenada,Baja California, Mexico",Air Accident
2010-10-16,"La Bocana,Ensenada, Baja California, Mexico",Air Accident
2010-10-16,"Ensenada,Baja California, Mexico",Air Accident
2010-10-16,"Enseanda,Baja California, Mexico",Air Accident
2010-10-13,"Cabo San Lucas, Baja California Sur, Mexico",Drowning
2010-10-12,"Cancun,Quintana Roo, Mexico",Drowning
2010-10-11,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2010-10-08,"Puerto Penasco, Sonora, Mexico",Vehicle Accident - Motorcycle
2010-10-05,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2010-10-05,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2010-10-02,"Ciudad Juarez, Mexico",Homicide
2010-10-01,"Ciudad Juarez,Chihuahua, Mexico",Homicide
2010-10-01,"Tijuana, Mexico",Homicide
2010-10-01,"Municipality of San Fernando,Tam., Mexico",Homicide
2010-09-29,"Ciudad Juarez, Chihuahua,Chihuahua, Mexico",Homicide
2010-09-27,"Ensenada, Baja California, Mexico",Drowning
2010-09-27,"Guadlajara, Jalisco, Mexico",Homicide
2010-09-26,"Nogales, Sonora, Mexico",Homicide
2010-09-26,"Cananea, Sonora, Mexico",Homicide
2010-09-22,"Cancun, Quintana Roo, Mexico",Suicide
2010-09-18,"Puerto Aventuras, Quintana Roo, Mexico",Drowning
2010-09-18,"an Luis Rio Colorado, Sonora, Mexico",Vehicle Accident - Auto
2010-09-17,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2010-09-13,"Acapulco, Guerrero, Mexico",Other Accident
2010-09-12,"Nogales, Sonora, Mexico",Vehicle Accident - Motorcycle
2010-09-06,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2010-09-03,"Panuco, Veracruz, Mexico",Drowning
2010-08-31,"Ciudad Juarez, Chihuahua, Mexico",Vehicle Accident - Auto
2010-08-30,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2010-08-29,"Mexicali, Baja California, Mexico",Vehicle Accident - Auto
2010-08-28,"Morelia, Michoacan, Mexico",Homicide
2010-08-27,"Santa Maria Coyotepec, Oaxaca, Mexico",Homicide
2010-08-27,"Colonia Centro, Nogales,Sonora, Mexico",Homicide
2010-08-22,"Piedras Negras, Coahuila, Mexico",Vehicle Accident - Motorcycle
2010-08-22,"Coyuca de Benitez, Guerrero, Mexico",Homicide
2010-08-21,"Zapopan, Jalisco, Mexico",Homicide
2010-08-20,"Hermosillo, Sonora",Vehicle Accident - Auto
2010-08-20,"Coyuca De Catalan, Guerrero, Mexico",Homicide
2010-08-07,"Naco, Sonora, Mexico",Vehicle Accident - Auto
2010-08-07,"Baja Califonia, Mexico",Homicide
2010-08-06,"Colonia Cazadores, Ciudad Juarez,Chihuahua, Mexico",Homicide
2010-08-06,"Home, Oaxaca, Oaxaca, Mexico",Suicide
2010-08-05,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2010-08-02,"Cuquio, Jalisco, Mexico",Vehicle Accident - Pedestrian
2010-08-02,"Encarnacion De Diaz, Jalisco, Mexico",Vehicle Accident - Auto
2010-08-02,"Encarnacion De Diaz, Jalisco, Mexico",Vehicle Accident - Auto
2010-07-31,"Tulcingo Del Valle, Puebla, Mexico",Drowning
2010-07-30,"Hermosillo, Sonora, Mexico",Drowning
2010-07-29,"Tijuana, Baja California, Mexico",Suicide
2010-07-28,"Comisaria De Cocorit, Sonora, Mexico",Homicide
2010-07-27,"Moctezuma, Mexico",Other Accident
2010-07-26,"Isla Mujeres, Quintana Roo, Mexico",Drowning
2010-07-26,"Tijuana,Baja California, Mexico",Drowning
2010-07-25,"Guadalajara, Jalisco, Mexico",Other Accident
2010-07-24,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2010-07-24,"Tijuana, Baja California, Mexico",Drug-Related
2010-07-24,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2010-07-23,"Mexicali, Baja California, Mexico",Homicide
2010-07-23,"Mexicali, Baja California, Mexico",Homicide
2010-07-20,"Hermosillo, Sonora, Mexico",Vehicle Accident - Auto
2010-07-19,"Agua Prieta, Sonora, Mexico",Drowning
2010-07-19,"Agua Prieta, Sonora, Mexico",Drowning
2010-07-18,"Penjamo, Guanajuato, Mexico",Homicide
2010-07-17,"Guasave, Sinaloa, Mexico",Vehicle Accident - Auto
2010-07-17,"Rosarito, Baja California, Mexico",Homicide
2010-07-17,"Guaymas, Sonora, Mexico",Drowning
2010-07-16,"Tijuana, Baja California, Mexico",Homicide
2010-07-15,"Valparaiso, Zacatecas, Mexico",Vehicle Accident - Auto
2010-07-13,"San Carlos, Sonora, Mexico",Vehicle Accident - Motorcycle
2010-07-11,"Tepeapulco, Hidalgo, Mexico",Other Accident
2010-07-11,"Miguel Aleman, Tamaulipas, Mexico",Homicide
2010-07-10,"Tijuana, Baja California, Mexico",Homicide
2010-07-10,"Guadalajara, Jalisco, Mexico",Other Accident
2010-07-09,"Nuevo Laredo, Tamaulipas, Mexico",Vehicle Accident - Auto
2010-07-09,"Loreto, Baja California Sur, Mexico",Vehicle Accident - Auto
2010-07-09,"Rosarito, Baja California, Mexico",Homicide
2010-07-07,"Jimenez, Coahuila, Mexico",Air Accident
2010-07-07,"Hermosillo, Sonora, Mexico",Vehicle Accident - Auto
2010-07-07,"Tepatitlan, Jalisco, Mexico",Vehicle Accident - Auto
2010-07-06,"Ixtapaluca, Edo. de Mex., Mexico",Vehicle Accident - Bus
2010-07-04,"Cancun, Quintana Roo, Mexico",Suicide
2010-07-03,"Playas de Rosarito, Baja California, Mexico",Homicide
2010-07-02,"Mulege, Baja California, Mexico",Vehicle Accident - Auto
2010-07-02,"San Luis Rio Colorado, Sonora, Mexico",Vehicle Accident - Auto
2010-07-02,"Guerrero, Coahuila, Mexico",Vehicle Accident - Auto
2010-06-30,"Guadalajara,Jalisco, Mexico",Other Accident
2010-06-29,"Baja California, Mexico",Homicide
2010-06-29,"Baja California Sur, Mexico",Drowning
2010-06-28,"Cozumel,Quintana Roo, Mexico",Drowning
2010-06-27,"Ciudad Juarez, Mexico",Homicide
2010-06-26,"Monterrey,Nuevo Leon, Mexico",Vehicle Accident - Auto
2010-06-25,"Guadalajara,Jalisco, Mexico",Homicide
2010-06-25,"Ciudad Juarez, Chihuahua, Mexico",Homicide
2010-06-20,"Hermosillo,Sonora, Mexico",Other Accident
2010-06-19,"Puerto Vallarta,Jalisco, Mexico",Other Accident
2010-06-19,"Puerto Penasco,Sonora, Mexico",Other Accident
2010-06-18,"Cancun,Quintana Roo, Mexico",Drowning
2010-06-17,"Hermosillo,Hermosillo,Sonora, Mexico",Vehicle Accident - Auto
2010-06-15,"Nuevo Laredo,Tamaulipas, Mexico",Homicide
2010-06-13,"Tijuana,Baja California, Mexico",Suicide
2010-06-12,"Tlacolula de Matamoros, Oaxaca, Mexico",Vehicle Accident - Auto
2010-06-12,"Baja California Sur, Mexico",Suicide
2010-06-12,"Cuernavaca, Morelos, Mexico",Homicide
2010-06-11,",Mexicali,Baja California, Mexico",Vehicle Accident - Motorcycle
2010-06-08,"Santa Clara Huitziltepec, Puebla, Mexico",Suicide
2010-06-06,"Tecoman,Colima, Mexico",Vehicle Accident - Motorcycle
2010-06-05,"Quintana Roo, Mexico",Other Accident
2010-06-04,"Centro,Oaxaca, Oaxaca, Mexico",Other Accident
2010-06-03,"Cozumel,Quintana Roo, Mexico",Drowning
2010-05-29,"Puerto Penasco,Sonora, Mexico",Vehicle Accident - Motorcycle
2010-05-23,"Villa Ahumada ,Chihuahua, Mexico",Homicide
2010-05-23,"Chihuahua, Mexico",Homicide
2010-05-22,"Magdalena,Sonora, Mexico",Vehicle Accident - Auto
2010-05-20,"Mazatlan,Sinaloa, Mexico",Drowning
2010-05-18,"Puerto Vallarta, Jalisco, Mexico",Drowning
2010-05-17,"Jalisco, Mexico",Suicide
2010-05-16,"Saric,Sonora, Mexico",Homicide
2010-05-15,"Ciudad Juarez, Mexico",Homicide
2010-05-07,"Juquila, Oaxaca, Mexico",Drowning
2010-05-03,"Santa Ana,Sonora, Mexico",Homicide
2010-05-01,"Tijuana,Baja California, Mexico",Suicide
2010-05-01,"Mina,Nuevo Leon, Mexico",Homicide
2010-05-01,"Apodaca,Nuevo Leon, Mexico",Vehicle Accident - Auto
